Cấp lớp,Môn học,Học kỳ,Chủ đề,Loại câu hỏi,Câu hỏi,Lựa chọn,Đáp án đúng,Lời giải chi tiết
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Điền khuyết,916 - ___ = 636,,280,Số cần điền là 280 vì 916 - 280 = 636.
Lớp 3,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Điền khuyết,993 - ___ = 446,,547,Số cần điền là 547 vì 993 - 547 = 446.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Đúng/Sai,"Phép tính 1957 - 884 = 1074, đúng hay sai?",,Sai,Phép tính chính xác là 1957 - 884 = 1073.
Lớp 3,Toán,Học kỳ 2,13. Xem đồng hồ. Tháng - năm. Tiền Việt Nam,Trắc nghiệm,Kết quả của phép tính 564 - 500 là bao nhiêu?,64 | 65 | 74 | 62,64,Ta có: 564 - 500 = 64.
Lớp 3,Toán,Học kỳ 1,7. Ôn tập Học kì 1,So sánh,"Điền dấu thích hợp (<, >, =): 1596 - 1551 ___ 1825 + 1985",,<,1596 - 1551 = 45; 1825 + 1985 = 3810. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,11. Các số đến 100 000,Đúng/Sai,"Phép tính 305 - 172 = 133, đúng hay sai?",,Đúng,Phép tính chính xác là 305 - 172 = 133.
Lớp 3,Toán,Học kỳ 2,"14. Nhân, chia trong phạm vi 100 000",So sánh,"Điền dấu thích hợp (<, >, =): 1792 + 232 ___ 1604 + 1288",,<,1792 + 232 = 2024; 1604 + 1288 = 2892. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,"14. Nhân, chia trong phạm vi 100 000",So sánh,"Điền dấu thích hợp (<, >, =): 109 + 725 ___ 879 + 138",,<,109 + 725 = 834; 879 + 138 = 1017. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Điền khuyết,104 + ___ = 219,,115,Số cần điền là 115 vì 104 + 115 = 219.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",So sánh,"Điền dấu thích hợp (<, >, =): 92 + 340 ___ 817 + 228",,<,92 + 340 = 432; 817 + 228 = 1045. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,"10. Cộng, trừ, nhân, chia trong phạm vi 10 000",Trắc nghiệm,Kết quả của phép tính 1504 - 999 là bao nhiêu?,505 | 506 | 515 | 502,505,Ta có: 1504 - 999 = 505.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Kéo thả,1204 + 1029 = ___,2233 | 2234 | 2232,2233,Kéo số 2233 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,"4. Phép nhân, phép chia trong phạm vi 100",Kéo thả,706 + 810 = ___,1516 | 1517 | 1515,1516,Kéo số 1516 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,"14. Nhân, chia trong phạm vi 100 000",Đúng/Sai,"Phép tính 1949 - 925 = 1024, đúng hay sai?",,Đúng,Phép tính chính xác là 1949 - 925 = 1024.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",Trắc nghiệm,Kết quả của phép tính 357 - 98 là bao nhiêu?,259 | 269 | 254 | 263,259,Ta có: 357 - 98 = 259.
Lớp 3,Toán,Học kỳ 2,"14. Nhân, chia trong phạm vi 100 000",Trắc nghiệm,Kết quả của phép tính 1564 - 1278 là bao nhiêu?,296 | 284 | 286 | 287,286,Ta có: 1564 - 1278 = 286.
Lớp 3,Toán,Học kỳ 1,"4. Phép nhân, phép chia trong phạm vi 100",Điền khuyết,1175 - ___ = 141,,1034,Số cần điền là 1034 vì 1175 - 1034 = 141.
Lớp 3,Toán,Học kỳ 2,"9. Chu vi, diện tích một số hình phẳng",Trắc nghiệm,Kết quả của phép tính 733 - 672 là bao nhiêu?,59 | 61 | 62 | 71,61,Ta có: 733 - 672 = 61.
Lớp 3,Toán,Học kỳ 1,"4. Phép nhân, phép chia trong phạm vi 100",So sánh,"Điền dấu thích hợp (<, >, =): 1586 - 429 ___ 568 + 1195",,<,1586 - 429 = 1157; 568 + 1195 = 1763. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Trắc nghiệm,Kết quả của phép tính 1641 + 1413 là bao nhiêu?,3064 | 3053 | 3054 | 3055,3054,Ta có: 1641 + 1413 = 3054.
Lớp 3,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Chuỗi Quy luật,"9, 14, 19, ___, 29",,24,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Đúng/Sai,"Phép tính 1849 - 387 = 1467, đúng hay sai?",,Sai,Phép tính chính xác là 1849 - 387 = 1462.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",So sánh,"Điền dấu thích hợp (<, >, =): 637 - 358 ___ 364 + 59",,<,637 - 358 = 279; 364 + 59 = 423. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Kéo thả,169 - 64 = ___,105 | 106 | 104,105,Kéo số 105 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",Kéo thả,1208 - 650 = ___,558 | 559 | 557,558,Kéo số 558 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Trắc nghiệm,Kết quả của phép tính 754 - 611 là bao nhiêu?,153 | 145 | 138 | 143,143,Ta có: 754 - 611 = 143.
Lớp 3,Toán,Học kỳ 1,"5. Một số đơn vị đo độ dài, khối lượng, dung tích, nhiệt độ",Đúng/Sai,"Phép tính 951 + 934 = 1886, đúng hay sai?",,Sai,Phép tính chính xác là 951 + 934 = 1885.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",Đúng/Sai,"Phép tính 852 + 732 = 1584, đúng hay sai?",,Đúng,Phép tính chính xác là 852 + 732 = 1584.
Lớp 3,Toán,Học kỳ 1,"2. Bảng nhân, bảng chia",Chuỗi Quy luật,"12, 16, 20, ___, 28",,24,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 3,Toán,Học kỳ 1,"4. Phép nhân, phép chia trong phạm vi 100",Trắc nghiệm,Kết quả của phép tính 1613 - 654 là bao nhiêu?,969 | 954 | 964 | 959,959,Ta có: 1613 - 654 = 959.
Lớp 3,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Chuỗi Quy luật,"14, 16, 18, ___, 22",,20,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 3,Toán,Học kỳ 1,"4. Phép nhân, phép chia trong phạm vi 100",Đúng/Sai,"Phép tính 1531 + 1967 = 3501, đúng hay sai?",,Sai,Phép tính chính xác là 1531 + 1967 = 3498.
Lớp 3,Toán,Học kỳ 1,"2. Bảng nhân, bảng chia",Kéo thả,1456 + 825 = ___,2281 | 2282 | 2280,2281,Kéo số 2281 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Đúng/Sai,"Phép tính 735 - 23 = 717, đúng hay sai?",,Sai,Phép tính chính xác là 735 - 23 = 712.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Đúng/Sai,"Phép tính 1822 - 581 = 1241, đúng hay sai?",,Đúng,Phép tính chính xác là 1822 - 581 = 1241.
Lớp 3,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Kéo thả,180 - 150 = ___,30 | 31 | 29,30,Kéo số 30 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,13. Xem đồng hồ. Tháng - năm. Tiền Việt Nam,So sánh,"Điền dấu thích hợp (<, >, =): 641 + 280 ___ 810 + 145",,<,641 + 280 = 921; 810 + 145 = 955. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,"14. Nhân, chia trong phạm vi 100 000",Kéo thả,72 + 174 = ___,246 | 247 | 245,246,Kéo số 246 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,1. Ôn tập và bổ sung,So sánh,"Điền dấu thích hợp (<, >, =): 1506 - 723 ___ 428 + 112",,>,1506 - 723 = 783; 428 + 112 = 540. Nên dấu là >.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",Đúng/Sai,"Phép tính 1340 + 852 = 2192, đúng hay sai?",,Đúng,Phép tính chính xác là 1340 + 852 = 2192.
Lớp 3,Toán,Học kỳ 2,13. Xem đồng hồ. Tháng - năm. Tiền Việt Nam,Kéo thả,180 - 65 = ___,115 | 116 | 114,115,Kéo số 115 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,"9. Chu vi, diện tích một số hình phẳng",Điền khuyết,1399 + ___ = 3159,,1760,Số cần điền là 1760 vì 1399 + 1760 = 3159.
Lớp 3,Toán,Học kỳ 1,"2. Bảng nhân, bảng chia",Điền khuyết,949 + ___ = 1851,,902,Số cần điền là 902 vì 949 + 902 = 1851.
Lớp 3,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Trắc nghiệm,Kết quả của phép tính 999 - 59 là bao nhiêu?,944 | 939 | 940 | 950,940,Ta có: 999 - 59 = 940.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",Đúng/Sai,"Phép tính 394 - 78 = 316, đúng hay sai?",,Đúng,Phép tính chính xác là 394 - 78 = 316.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Điền khuyết,1265 - ___ = 871,,394,Số cần điền là 394 vì 1265 - 394 = 871.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",Đúng/Sai,"Phép tính 119 + 859 = 979, đúng hay sai?",,Sai,Phép tính chính xác là 119 + 859 = 978.
Lớp 3,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Chuỗi Quy luật,"19, 24, 29, ___, 39",,34,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 3,Toán,Học kỳ 1,"2. Bảng nhân, bảng chia",Kéo thả,557 + 682 = ___,1239 | 1240 | 1238,1239,Kéo số 1239 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,"5. Một số đơn vị đo độ dài, khối lượng, dung tích, nhiệt độ",Đúng/Sai,"Phép tính 1435 + 1491 = 2930, đúng hay sai?",,Sai,Phép tính chính xác là 1435 + 1491 = 2926.
Lớp 3,Toán,Học kỳ 1,"6. Phép nhân, phép chia trong phạm vi 1 000",Điền khuyết,303 - ___ = 38,,265,Số cần điền là 265 vì 303 - 265 = 38.
Lớp 3,Toán,Học kỳ 2,"10. Cộng, trừ, nhân, chia trong phạm vi 10 000",So sánh,"Điền dấu thích hợp (<, >, =): 1471 - 225 ___ 105 + 153",,>,1471 - 225 = 1246; 105 + 153 = 258. Nên dấu là >.
Lớp 3,Toán,Học kỳ 2,"14. Nhân, chia trong phạm vi 100 000",Kéo thả,1015 + 185 = ___,1200 | 1201 | 1199,1200,Kéo số 1200 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Kéo thả,1963 - 1915 = ___,48 | 49 | 47,48,Kéo số 48 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,"9. Chu vi, diện tích một số hình phẳng",Điền khuyết,588 + ___ = 693,,105,Số cần điền là 105 vì 588 + 105 = 693.
Lớp 3,Toán,Học kỳ 1,"6. Phép nhân, phép chia trong phạm vi 1 000",Chuỗi Quy luật,"6, 8, 10, ___, 14",,12,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 3,Toán,Học kỳ 1,"2. Bảng nhân, bảng chia",Chuỗi Quy luật,"14, 16, 18, ___, 22",,20,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,11. Các số đến 100 000,Điền khuyết,1368 - ___ = 657,,711,Số cần điền là 711 vì 1368 - 711 = 657.
Lớp 3,Toán,Học kỳ 2,"10. Cộng, trừ, nhân, chia trong phạm vi 10 000",Chuỗi Quy luật,"5, 9, 13, ___, 21",,17,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",So sánh,"Điền dấu thích hợp (<, >, =): 531 - 137 ___ 24 + 84",,>,531 - 137 = 394; 24 + 84 = 108. Nên dấu là >.
Lớp 3,Toán,Học kỳ 2,"10. Cộng, trừ, nhân, chia trong phạm vi 10 000",Đúng/Sai,"Phép tính 374 + 59 = 433, đúng hay sai?",,Đúng,Phép tính chính xác là 374 + 59 = 433.
Lớp 3,Toán,Học kỳ 2,"9. Chu vi, diện tích một số hình phẳng",Trắc nghiệm,Kết quả của phép tính 1998 - 1882 là bao nhiêu?,114 | 116 | 117 | 126,116,Ta có: 1998 - 1882 = 116.
Lớp 3,Toán,Học kỳ 2,"10. Cộng, trừ, nhân, chia trong phạm vi 10 000",Đúng/Sai,"Phép tính 789 - 270 = 524, đúng hay sai?",,Sai,Phép tính chính xác là 789 - 270 = 519.
Lớp 3,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Đúng/Sai,"Phép tính 489 + 108 = 597, đúng hay sai?",,Đúng,Phép tính chính xác là 489 + 108 = 597.
Lớp 3,Toán,Học kỳ 2,"14. Nhân, chia trong phạm vi 100 000",Kéo thả,932 + 458 = ___,1390 | 1391 | 1389,1390,Kéo số 1390 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,"6. Phép nhân, phép chia trong phạm vi 1 000",Trắc nghiệm,Kết quả của phép tính 383 + 516 là bao nhiêu?,896 | 904 | 899 | 909,899,Ta có: 383 + 516 = 899.
Lớp 3,Toán,Học kỳ 2,"9. Chu vi, diện tích một số hình phẳng",Điền khuyết,981 + ___ = 1984,,1003,Số cần điền là 1003 vì 981 + 1003 = 1984.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",Trắc nghiệm,Kết quả của phép tính 965 - 877 là bao nhiêu?,88 | 83 | 91 | 98,88,Ta có: 965 - 877 = 88.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",Chuỗi Quy luật,"5, 9, 13, ___, 21",,17,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",Chuỗi Quy luật,"17, 22, 27, ___, 37",,32,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Chuỗi Quy luật,"10, 15, 20, ___, 30",,25,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 3,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Điền khuyết,377 + ___ = 2051,,1674,Số cần điền là 1674 vì 377 + 1674 = 2051.
Lớp 3,Toán,Học kỳ 1,"6. Phép nhân, phép chia trong phạm vi 1 000",Chuỗi Quy luật,"20, 24, 28, ___, 36",,32,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 3,Toán,Học kỳ 1,7. Ôn tập Học kì 1,So sánh,"Điền dấu thích hợp (<, >, =): 1884 + 267 ___ 1212 + 1288",,<,1884 + 267 = 2151; 1212 + 1288 = 2500. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,"10. Cộng, trừ, nhân, chia trong phạm vi 10 000",Kéo thả,198 + 425 = ___,623 | 624 | 622,623,Kéo số 623 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",Trắc nghiệm,Kết quả của phép tính 397 + 680 là bao nhiêu?,1082 | 1076 | 1077 | 1087,1077,Ta có: 397 + 680 = 1077.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",Kéo thả,1649 - 412 = ___,1237 | 1238 | 1236,1237,Kéo số 1237 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Đúng/Sai,"Phép tính 545 + 1564 = 2109, đúng hay sai?",,Đúng,Phép tính chính xác là 545 + 1564 = 2109.
Lớp 3,Toán,Học kỳ 1,"4. Phép nhân, phép chia trong phạm vi 100",So sánh,"Điền dấu thích hợp (<, >, =): 907 + 535 ___ 792 + 981",,<,907 + 535 = 1442; 792 + 981 = 1773. Nên dấu là <.
Lớp 3,Toán,Học kỳ 1,"5. Một số đơn vị đo độ dài, khối lượng, dung tích, nhiệt độ",Chuỗi Quy luật,"16, 20, 24, ___, 32",,28,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Trắc nghiệm,Kết quả của phép tính 360 + 1864 là bao nhiêu?,2224 | 2234 | 2226 | 2222,2224,Ta có: 360 + 1864 = 2224.
Lớp 3,Toán,Học kỳ 1,"5. Một số đơn vị đo độ dài, khối lượng, dung tích, nhiệt độ",Trắc nghiệm,Kết quả của phép tính 1369 + 915 là bao nhiêu?,2284 | 2285 | 2294 | 2279,2284,Ta có: 1369 + 915 = 2284.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Đúng/Sai,"Phép tính 788 - 748 = 43, đúng hay sai?",,Sai,Phép tính chính xác là 788 - 748 = 40.
Lớp 3,Toán,Học kỳ 2,11. Các số đến 100 000,So sánh,"Điền dấu thích hợp (<, >, =): 448 - 194 ___ 294 + 184",,<,448 - 194 = 254; 294 + 184 = 478. Nên dấu là <.
Lớp 3,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Kéo thả,1337 - 1085 = ___,252 | 253 | 251,252,Kéo số 252 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,"4. Phép nhân, phép chia trong phạm vi 100",Điền khuyết,845 - ___ = 90,,755,Số cần điền là 755 vì 845 - 755 = 90.
Lớp 3,Toán,Học kỳ 2,11. Các số đến 100 000,Chuỗi Quy luật,"13, 18, 23, ___, 33",,28,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Trắc nghiệm,Kết quả của phép tính 1779 - 771 là bao nhiêu?,1008 | 1005 | 1018 | 1013,1008,Ta có: 1779 - 771 = 1008.
Lớp 3,Toán,Học kỳ 1,"5. Một số đơn vị đo độ dài, khối lượng, dung tích, nhiệt độ",Điền khuyết,1403 - ___ = 1356,,47,Số cần điền là 47 vì 1403 - 47 = 1356.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Điền khuyết,1984 - ___ = 32,,1952,Số cần điền là 1952 vì 1984 - 1952 = 32.
Lớp 3,Toán,Học kỳ 2,13. Xem đồng hồ. Tháng - năm. Tiền Việt Nam,So sánh,"Điền dấu thích hợp (<, >, =): 250 - 55 ___ 114 + 537",,<,250 - 55 = 195; 114 + 537 = 651. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",So sánh,"Điền dấu thích hợp (<, >, =): 653 + 919 ___ 753 + 84",,>,653 + 919 = 1572; 753 + 84 = 837. Nên dấu là >.
Lớp 3,Toán,Học kỳ 2,"9. Chu vi, diện tích một số hình phẳng",So sánh,"Điền dấu thích hợp (<, >, =): 515 + 1385 ___ 1457 + 1196",,<,515 + 1385 = 1900; 1457 + 1196 = 2653. Nên dấu là <.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Trắc nghiệm,Kết quả của phép tính 448 + 597 là bao nhiêu?,1041 | 1050 | 1045 | 1055,1045,Ta có: 448 + 597 = 1045.
Lớp 3,Toán,Học kỳ 1,"5. Một số đơn vị đo độ dài, khối lượng, dung tích, nhiệt độ",So sánh,"Điền dấu thích hợp (<, >, =): 389 + 796 ___ 779 + 533",,<,389 + 796 = 1185; 779 + 533 = 1312. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",Điền khuyết,348 + ___ = 1521,,1173,Số cần điền là 1173 vì 348 + 1173 = 1521.
Lớp 3,Toán,Học kỳ 2,11. Các số đến 100 000,So sánh,"Điền dấu thích hợp (<, >, =): 889 - 131 ___ 1370 + 385",,<,889 - 131 = 758; 1370 + 385 = 1755. Nên dấu là <.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Đúng/Sai,"Phép tính 921 - 868 = 57, đúng hay sai?",,Sai,Phép tính chính xác là 921 - 868 = 53.
Lớp 3,Toán,Học kỳ 1,"5. Một số đơn vị đo độ dài, khối lượng, dung tích, nhiệt độ",Đúng/Sai,"Phép tính 1381 - 987 = 396, đúng hay sai?",,Sai,Phép tính chính xác là 1381 - 987 = 394.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Kéo thả,900 + 591 = ___,1491 | 1492 | 1490,1491,Kéo số 1491 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,"6. Phép nhân, phép chia trong phạm vi 1 000",So sánh,"Điền dấu thích hợp (<, >, =): 920 - 416 ___ 37 + 493",,<,920 - 416 = 504; 37 + 493 = 530. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Đúng/Sai,"Phép tính 718 - 311 = 407, đúng hay sai?",,Đúng,Phép tính chính xác là 718 - 311 = 407.
Lớp 3,Toán,Học kỳ 2,"14. Nhân, chia trong phạm vi 100 000",Trắc nghiệm,Kết quả của phép tính 1699 - 51 là bao nhiêu?,1648 | 1658 | 1643 | 1652,1648,Ta có: 1699 - 51 = 1648.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Kéo thả,1332 + 1095 = ___,2427 | 2428 | 2426,2427,Kéo số 2427 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",Trắc nghiệm,Kết quả của phép tính 997 + 536 là bao nhiêu?,1538 | 1532 | 1533 | 1543,1533,Ta có: 997 + 536 = 1533.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Điền khuyết,626 + ___ = 2068,,1442,Số cần điền là 1442 vì 626 + 1442 = 2068.
Lớp 3,Toán,Học kỳ 1,"2. Bảng nhân, bảng chia",Chuỗi Quy luật,"13, 15, 17, ___, 21",,19,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Điền khuyết,983 + ___ = 1252,,269,Số cần điền là 269 vì 983 + 269 = 1252.
Lớp 3,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Trắc nghiệm,Kết quả của phép tính 718 - 319 là bao nhiêu?,409 | 403 | 395 | 399,399,Ta có: 718 - 319 = 399.
Lớp 3,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Trắc nghiệm,Kết quả của phép tính 1178 - 474 là bao nhiêu?,704 | 714 | 699 | 709,704,Ta có: 1178 - 474 = 704.
Lớp 3,Toán,Học kỳ 2,"9. Chu vi, diện tích một số hình phẳng",Trắc nghiệm,Kết quả của phép tính 792 - 645 là bao nhiêu?,147 | 157 | 150 | 143,147,Ta có: 792 - 645 = 147.
Lớp 3,Toán,Học kỳ 2,"10. Cộng, trừ, nhân, chia trong phạm vi 10 000",Chuỗi Quy luật,"9, 14, 19, ___, 29",,24,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,13. Xem đồng hồ. Tháng - năm. Tiền Việt Nam,Trắc nghiệm,Kết quả của phép tính 463 + 719 là bao nhiêu?,1192 | 1185 | 1180 | 1182,1182,Ta có: 463 + 719 = 1182.
Lớp 3,Toán,Học kỳ 2,11. Các số đến 100 000,Đúng/Sai,"Phép tính 997 - 546 = 456, đúng hay sai?",,Sai,Phép tính chính xác là 997 - 546 = 451.
Lớp 3,Toán,Học kỳ 2,13. Xem đồng hồ. Tháng - năm. Tiền Việt Nam,Đúng/Sai,"Phép tính 561 + 122 = 687, đúng hay sai?",,Sai,Phép tính chính xác là 561 + 122 = 683.
Lớp 3,Toán,Học kỳ 2,"14. Nhân, chia trong phạm vi 100 000",Kéo thả,1728 - 965 = ___,763 | 764 | 762,763,Kéo số 763 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Đúng/Sai,"Phép tính 420 + 451 = 871, đúng hay sai?",,Đúng,Phép tính chính xác là 420 + 451 = 871.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Điền khuyết,99 + ___ = 296,,197,Số cần điền là 197 vì 99 + 197 = 296.
Lớp 3,Toán,Học kỳ 1,"4. Phép nhân, phép chia trong phạm vi 100",So sánh,"Điền dấu thích hợp (<, >, =): 556 - 100 ___ 216 + 46",,>,556 - 100 = 456; 216 + 46 = 262. Nên dấu là >.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",Đúng/Sai,"Phép tính 355 + 35 = 390, đúng hay sai?",,Đúng,Phép tính chính xác là 355 + 35 = 390.
Lớp 3,Toán,Học kỳ 1,"6. Phép nhân, phép chia trong phạm vi 1 000",Đúng/Sai,"Phép tính 925 - 800 = 125, đúng hay sai?",,Đúng,Phép tính chính xác là 925 - 800 = 125.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",Chuỗi Quy luật,"3, 7, 11, ___, 19",,15,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 3,Toán,Học kỳ 1,"2. Bảng nhân, bảng chia",Trắc nghiệm,Kết quả của phép tính 1665 + 1920 là bao nhiêu?,3585 | 3595 | 3580 | 3589,3585,Ta có: 1665 + 1920 = 3585.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",So sánh,"Điền dấu thích hợp (<, >, =): 737 + 728 ___ 693 + 318",,>,737 + 728 = 1465; 693 + 318 = 1011. Nên dấu là >.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Điền khuyết,551 - ___ = 185,,366,Số cần điền là 366 vì 551 - 366 = 185.
Lớp 3,Toán,Học kỳ 1,"4. Phép nhân, phép chia trong phạm vi 100",Trắc nghiệm,Kết quả của phép tính 1198 - 906 là bao nhiêu?,296 | 291 | 292 | 302,292,Ta có: 1198 - 906 = 292.
Lớp 3,Toán,Học kỳ 2,13. Xem đồng hồ. Tháng - năm. Tiền Việt Nam,Kéo thả,377 + 1235 = ___,1612 | 1613 | 1611,1612,Kéo số 1612 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,"6. Phép nhân, phép chia trong phạm vi 1 000",Kéo thả,1275 + 523 = ___,1798 | 1799 | 1797,1798,Kéo số 1798 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,1. Ôn tập và bổ sung,So sánh,"Điền dấu thích hợp (<, >, =): 97 + 1243 ___ 1721 + 1234",,<,97 + 1243 = 1340; 1721 + 1234 = 2955. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,"9. Chu vi, diện tích một số hình phẳng",Điền khuyết,605 - ___ = 80,,525,Số cần điền là 525 vì 605 - 525 = 80.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Điền khuyết,618 - ___ = 474,,144,Số cần điền là 144 vì 618 - 144 = 474.
Lớp 3,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Trắc nghiệm,Kết quả của phép tính 1142 - 1038 là bao nhiêu?,104 | 105 | 114 | 101,104,Ta có: 1142 - 1038 = 104.
Lớp 3,Toán,Học kỳ 2,"14. Nhân, chia trong phạm vi 100 000",Kéo thả,28 + 1603 = ___,1631 | 1632 | 1630,1631,Kéo số 1631 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Chuỗi Quy luật,"14, 17, 20, ___, 26",,23,Quy luật: cộng thêm 3 vào số liền trước.
