Cấp lớp,Môn học,Học kỳ,Chủ đề,Loại câu hỏi,Câu hỏi,Lựa chọn,Đáp án đúng,Lời giải chi tiết
Lớp 5,Toán,Học kỳ 1,6. Ôn tập Học kỳ 1,So sánh,"Điền dấu thích hợp (<, >, =): 90309 + 171783 ___ 116448 + 116395",,>,90309 + 171783 = 262092; 116448 + 116395 = 232843. Nên dấu là >.
Lớp 5,Toán,Học kỳ 2,9. Diện tích và Thể tích của một số hình khối,Đúng/Sai,"Phép tính 93368 + 21856 = 115226, đúng hay sai?",,Sai,Phép tính chính xác là 93368 + 21856 = 115224.
Lớp 5,Toán,Học kỳ 1,2. Số thập phân,Trắc nghiệm,Kết quả của phép tính 67228 - 7661 là bao nhiêu?,59568 | 59577 | 59563 | 59567,59567,Ta có: 67228 - 7661 = 59567.
Lớp 5,Toán,Học kỳ 2,"8. Thể tích, đơn vị đo Thể tích",Kéo thả,161219 + 140735 = ___,301954 | 301955 | 301953,301954,Kéo số 301954 vào chỗ trống.
Lớp 5,Toán,Học kỳ 1,4. Các phép tính với số thập phân,Trắc nghiệm,Kết quả của phép tính 35967 - 34971 là bao nhiêu?,995 | 996 | 997 | 1006,996,Ta có: 35967 - 34971 = 996.
Lớp 5,Toán,Học kỳ 1,6. Ôn tập Học kỳ 1,Đúng/Sai,"Phép tính 43705 + 29952 = 73657, đúng hay sai?",,Đúng,Phép tính chính xác là 43705 + 29952 = 73657.
Lớp 5,Toán,Học kỳ 1,4. Các phép tính với số thập phân,So sánh,"Điền dấu thích hợp (<, >, =): 99961 + 74468 ___ 4303 + 88262",,>,99961 + 74468 = 174429; 4303 + 88262 = 92565. Nên dấu là >.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,So sánh,"Điền dấu thích hợp (<, >, =): 156969 - 64069 ___ 105842 + 154729",,<,156969 - 64069 = 92900; 105842 + 154729 = 260571. Nên dấu là <.
Lớp 5,Toán,Học kỳ 1,4. Các phép tính với số thập phân,Điền khuyết,17083 - ___ = 13608,,3475,Số cần điền là 3475 vì 17083 - 3475 = 13608.
Lớp 5,Toán,Học kỳ 2,7. Tỉ số và các Bài toán liên quan,Điền khuyết,14874 - ___ = 8623,,6251,Số cần điền là 6251 vì 14874 - 6251 = 8623.
Lớp 5,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Kéo thả,55378 + 37123 = ___,92501 | 92502 | 92500,92501,Kéo số 92501 vào chỗ trống.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,Điền khuyết,77570 - ___ = 66368,,11202,Số cần điền là 11202 vì 77570 - 11202 = 66368.
Lớp 5,Toán,Học kỳ 1,3. Một số đơn vị đo diện tích,So sánh,"Điền dấu thích hợp (<, >, =): 38926 + 67996 ___ 68332 + 73018",,<,38926 + 67996 = 106922; 68332 + 73018 = 141350. Nên dấu là <.
Lớp 5,Toán,Học kỳ 2,9. Diện tích và Thể tích của một số hình khối,Trắc nghiệm,Kết quả của phép tính 95481 + 45913 là bao nhiêu?,141393 | 141394 | 141404 | 141398,141394,Ta có: 95481 + 45913 = 141394.
Lớp 5,Toán,Học kỳ 1,4. Các phép tính với số thập phân,Điền khuyết,169951 + ___ = 338456,,168505,Số cần điền là 168505 vì 169951 + 168505 = 338456.
Lớp 5,Toán,Học kỳ 1,2. Số thập phân,Kéo thả,97661 - 65094 = ___,32567 | 32568 | 32566,32567,Kéo số 32567 vào chỗ trống.
Lớp 5,Toán,Học kỳ 1,6. Ôn tập Học kỳ 1,Điền khuyết,19828 + ___ = 64332,,44504,Số cần điền là 44504 vì 19828 + 44504 = 64332.
Lớp 5,Toán,Học kỳ 1,6. Ôn tập Học kỳ 1,Đúng/Sai,"Phép tính 84245 + 68223 = 152468, đúng hay sai?",,Đúng,Phép tính chính xác là 84245 + 68223 = 152468.
Lớp 5,Toán,Học kỳ 1,3. Một số đơn vị đo diện tích,Chuỗi Quy luật,"5, 9, 13, ___, 21",,17,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 5,Toán,Học kỳ 1,1. Ôn tập và bổ sung,So sánh,"Điền dấu thích hợp (<, >, =): 58352 - 33288 ___ 36482 + 48575",,<,58352 - 33288 = 25064; 36482 + 48575 = 85057. Nên dấu là <.
Lớp 5,Toán,Học kỳ 1,2. Số thập phân,Chuỗi Quy luật,"13, 17, 21, ___, 29",,25,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 5,Toán,Học kỳ 1,6. Ôn tập Học kỳ 1,Trắc nghiệm,Kết quả của phép tính 55216 + 51339 là bao nhiêu?,106560 | 106553 | 106555 | 106565,106555,Ta có: 55216 + 51339 = 106555.
Lớp 5,Toán,Học kỳ 2,"10. Số đo Thời gian, Vận tốc. Các bài toán liên quan đến Chuyển động đều",Đúng/Sai,"Phép tính 29387 + 75462 = 104853, đúng hay sai?",,Sai,Phép tính chính xác là 29387 + 75462 = 104849.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,Điền khuyết,121045 - ___ = 36108,,84937,Số cần điền là 84937 vì 121045 - 84937 = 36108.
Lớp 5,Toán,Học kỳ 1,5. Một số hình phẳng. Chu vi và Diện tích,Điền khuyết,73272 + ___ = 103535,,30263,Số cần điền là 30263 vì 73272 + 30263 = 103535.
Lớp 5,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Điền khuyết,170916 - ___ = 1801,,169115,Số cần điền là 169115 vì 170916 - 169115 = 1801.
Lớp 5,Toán,Học kỳ 2,9. Diện tích và Thể tích của một số hình khối,Điền khuyết,63445 + ___ = 72916,,9471,Số cần điền là 9471 vì 63445 + 9471 = 72916.
Lớp 5,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Chuỗi Quy luật,"7, 10, 13, ___, 19",,16,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 5,Toán,Học kỳ 1,6. Ôn tập Học kỳ 1,Chuỗi Quy luật,"11, 14, 17, ___, 23",,20,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 5,Toán,Học kỳ 2,11. Một số yếu tố Thống kê và Xác suất,Trắc nghiệm,Kết quả của phép tính 110301 + 164834 là bao nhiêu?,275145 | 275139 | 275132 | 275135,275135,Ta có: 110301 + 164834 = 275135.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,Đúng/Sai,"Phép tính 82996 + 70636 = 153632, đúng hay sai?",,Đúng,Phép tính chính xác là 82996 + 70636 = 153632.
Lớp 5,Toán,Học kỳ 2,11. Một số yếu tố Thống kê và Xác suất,Chuỗi Quy luật,"19, 21, 23, ___, 27",,25,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 5,Toán,Học kỳ 1,5. Một số hình phẳng. Chu vi và Diện tích,Chuỗi Quy luật,"14, 18, 22, ___, 30",,26,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 5,Toán,Học kỳ 2,9. Diện tích và Thể tích của một số hình khối,Điền khuyết,139384 - ___ = 84016,,55368,Số cần điền là 55368 vì 139384 - 55368 = 84016.
Lớp 5,Toán,Học kỳ 2,9. Diện tích và Thể tích của một số hình khối,Kéo thả,151599 - 49777 = ___,101822 | 101823 | 101821,101822,Kéo số 101822 vào chỗ trống.
Lớp 5,Toán,Học kỳ 1,4. Các phép tính với số thập phân,Kéo thả,123416 + 134441 = ___,257857 | 257858 | 257856,257857,Kéo số 257857 vào chỗ trống.
Lớp 5,Toán,Học kỳ 2,"8. Thể tích, đơn vị đo Thể tích",Điền khuyết,74452 + ___ = 167603,,93151,Số cần điền là 93151 vì 74452 + 93151 = 167603.
Lớp 5,Toán,Học kỳ 1,5. Một số hình phẳng. Chu vi và Diện tích,Chuỗi Quy luật,"18, 22, 26, ___, 34",,30,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 5,Toán,Học kỳ 2,"8. Thể tích, đơn vị đo Thể tích",So sánh,"Điền dấu thích hợp (<, >, =): 52345 - 44929 ___ 57965 + 61102",,<,52345 - 44929 = 7416; 57965 + 61102 = 119067. Nên dấu là <.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,Điền khuyết,76090 - ___ = 63979,,12111,Số cần điền là 12111 vì 76090 - 12111 = 63979.
Lớp 5,Toán,Học kỳ 1,4. Các phép tính với số thập phân,Trắc nghiệm,Kết quả của phép tính 187105 + 119962 là bao nhiêu?,307072 | 307067 | 307077 | 307063,307067,Ta có: 187105 + 119962 = 307067.
Lớp 5,Toán,Học kỳ 1,2. Số thập phân,So sánh,"Điền dấu thích hợp (<, >, =): 107668 - 18428 ___ 25246 + 81423",,<,107668 - 18428 = 89240; 25246 + 81423 = 106669. Nên dấu là <.
Lớp 5,Toán,Học kỳ 1,3. Một số đơn vị đo diện tích,Điền khuyết,133268 - ___ = 104011,,29257,Số cần điền là 29257 vì 133268 - 29257 = 104011.
Lớp 5,Toán,Học kỳ 1,5. Một số hình phẳng. Chu vi và Diện tích,Kéo thả,36669 + 15481 = ___,52150 | 52151 | 52149,52150,Kéo số 52150 vào chỗ trống.
Lớp 5,Toán,Học kỳ 2,"10. Số đo Thời gian, Vận tốc. Các bài toán liên quan đến Chuyển động đều",Trắc nghiệm,Kết quả của phép tính 77154 + 53259 là bao nhiêu?,130416 | 130410 | 130413 | 130423,130413,Ta có: 77154 + 53259 = 130413.
Lớp 5,Toán,Học kỳ 2,9. Diện tích và Thể tích của một số hình khối,So sánh,"Điền dấu thích hợp (<, >, =): 46979 - 20157 ___ 43226 + 56066",,<,46979 - 20157 = 26822; 43226 + 56066 = 99292. Nên dấu là <.
Lớp 5,Toán,Học kỳ 2,"8. Thể tích, đơn vị đo Thể tích",Trắc nghiệm,Kết quả của phép tính 13944 + 88266 là bao nhiêu?,102210 | 102220 | 102205 | 102214,102210,Ta có: 13944 + 88266 = 102210.
Lớp 5,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Chuỗi Quy luật,"3, 8, 13, ___, 23",,18,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,Điền khuyết,158868 - ___ = 17159,,141709,Số cần điền là 141709 vì 158868 - 141709 = 17159.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,Điền khuyết,58818 - ___ = 2120,,56698,Số cần điền là 56698 vì 58818 - 56698 = 2120.
Lớp 5,Toán,Học kỳ 2,"8. Thể tích, đơn vị đo Thể tích",Trắc nghiệm,Kết quả của phép tính 140429 - 127780 là bao nhiêu?,12649 | 12659 | 12651 | 12646,12649,Ta có: 140429 - 127780 = 12649.
Lớp 5,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Đúng/Sai,"Phép tính 75877 - 25663 = 50214, đúng hay sai?",,Đúng,Phép tính chính xác là 75877 - 25663 = 50214.
Lớp 5,Toán,Học kỳ 2,"10. Số đo Thời gian, Vận tốc. Các bài toán liên quan đến Chuyển động đều",So sánh,"Điền dấu thích hợp (<, >, =): 114088 + 57607 ___ 197385 + 81837",,<,114088 + 57607 = 171695; 197385 + 81837 = 279222. Nên dấu là <.
Lớp 5,Toán,Học kỳ 1,3. Một số đơn vị đo diện tích,Điền khuyết,196906 + ___ = 384573,,187667,Số cần điền là 187667 vì 196906 + 187667 = 384573.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,Trắc nghiệm,Kết quả của phép tính 93947 - 18339 là bao nhiêu?,75608 | 75618 | 75603 | 75611,75608,Ta có: 93947 - 18339 = 75608.
Lớp 5,Toán,Học kỳ 2,"8. Thể tích, đơn vị đo Thể tích",Chuỗi Quy luật,"10, 14, 18, ___, 26",,22,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 5,Toán,Học kỳ 1,6. Ôn tập Học kỳ 1,Kéo thả,173427 - 108325 = ___,65102 | 65103 | 65101,65102,Kéo số 65102 vào chỗ trống.
Lớp 5,Toán,Học kỳ 1,2. Số thập phân,Kéo thả,153110 - 76411 = ___,76699 | 76700 | 76698,76699,Kéo số 76699 vào chỗ trống.
Lớp 5,Toán,Học kỳ 1,5. Một số hình phẳng. Chu vi và Diện tích,Kéo thả,85959 + 66436 = ___,152395 | 152396 | 152394,152395,Kéo số 152395 vào chỗ trống.
Lớp 5,Toán,Học kỳ 2,"8. Thể tích, đơn vị đo Thể tích",Kéo thả,63877 + 45384 = ___,109261 | 109262 | 109260,109261,Kéo số 109261 vào chỗ trống.
Lớp 5,Toán,Học kỳ 2,"8. Thể tích, đơn vị đo Thể tích",Đúng/Sai,"Phép tính 90578 - 57343 = 33235, đúng hay sai?",,Đúng,Phép tính chính xác là 90578 - 57343 = 33235.
Lớp 5,Toán,Học kỳ 1,2. Số thập phân,Đúng/Sai,"Phép tính 50401 + 53626 = 104032, đúng hay sai?",,Sai,Phép tính chính xác là 50401 + 53626 = 104027.
Lớp 5,Toán,Học kỳ 1,3. Một số đơn vị đo diện tích,Trắc nghiệm,Kết quả của phép tính 2028 + 20079 là bao nhiêu?,22112 | 22107 | 22117 | 22102,22107,Ta có: 2028 + 20079 = 22107.
Lớp 5,Toán,Học kỳ 2,"10. Số đo Thời gian, Vận tốc. Các bài toán liên quan đến Chuyển động đều",Trắc nghiệm,Kết quả của phép tính 56263 - 3368 là bao nhiêu?,52892 | 52905 | 52900 | 52895,52895,Ta có: 56263 - 3368 = 52895.
Lớp 5,Toán,Học kỳ 2,"8. Thể tích, đơn vị đo Thể tích",Đúng/Sai,"Phép tính 27300 - 19710 = 7590, đúng hay sai?",,Đúng,Phép tính chính xác là 27300 - 19710 = 7590.
Lớp 5,Toán,Học kỳ 2,"10. Số đo Thời gian, Vận tốc. Các bài toán liên quan đến Chuyển động đều",Kéo thả,62886 + 30556 = ___,93442 | 93443 | 93441,93442,Kéo số 93442 vào chỗ trống.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,So sánh,"Điền dấu thích hợp (<, >, =): 187658 + 155250 ___ 152182 + 58408",,>,187658 + 155250 = 342908; 152182 + 58408 = 210590. Nên dấu là >.
Lớp 5,Toán,Học kỳ 1,6. Ôn tập Học kỳ 1,Đúng/Sai,"Phép tính 122084 + 96245 = 218329, đúng hay sai?",,Đúng,Phép tính chính xác là 122084 + 96245 = 218329.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,Chuỗi Quy luật,"7, 9, 11, ___, 15",,13,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 5,Toán,Học kỳ 1,2. Số thập phân,Trắc nghiệm,Kết quả của phép tính 168764 - 116195 là bao nhiêu?,52569 | 52579 | 52572 | 52564,52569,Ta có: 168764 - 116195 = 52569.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,Đúng/Sai,"Phép tính 67186 + 14880 = 82071, đúng hay sai?",,Sai,Phép tính chính xác là 67186 + 14880 = 82066.
Lớp 5,Toán,Học kỳ 1,4. Các phép tính với số thập phân,Kéo thả,179448 - 96558 = ___,82890 | 82891 | 82889,82890,Kéo số 82890 vào chỗ trống.
Lớp 5,Toán,Học kỳ 1,6. Ôn tập Học kỳ 1,Trắc nghiệm,Kết quả của phép tính 96122 - 82780 là bao nhiêu?,13352 | 13345 | 13337 | 13342,13342,Ta có: 96122 - 82780 = 13342.
Lớp 5,Toán,Học kỳ 1,4. Các phép tính với số thập phân,Chuỗi Quy luật,"5, 10, 15, ___, 25",,20,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,Đúng/Sai,"Phép tính 31313 - 14724 = 16594, đúng hay sai?",,Sai,Phép tính chính xác là 31313 - 14724 = 16589.
Lớp 5,Toán,Học kỳ 1,2. Số thập phân,Điền khuyết,64742 - ___ = 21683,,43059,Số cần điền là 43059 vì 64742 - 43059 = 21683.
Lớp 5,Toán,Học kỳ 1,3. Một số đơn vị đo diện tích,Đúng/Sai,"Phép tính 82139 + 20288 = 102427, đúng hay sai?",,Đúng,Phép tính chính xác là 82139 + 20288 = 102427.
Lớp 5,Toán,Học kỳ 1,4. Các phép tính với số thập phân,Trắc nghiệm,Kết quả của phép tính 112041 - 14418 là bao nhiêu?,97624 | 97633 | 97619 | 97623,97623,Ta có: 112041 - 14418 = 97623.
Lớp 5,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Chuỗi Quy luật,"3, 5, 7, ___, 11",,9,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 5,Toán,Học kỳ 1,5. Một số hình phẳng. Chu vi và Diện tích,Trắc nghiệm,Kết quả của phép tính 94710 - 77744 là bao nhiêu?,16976 | 16965 | 16966 | 16967,16966,Ta có: 94710 - 77744 = 16966.
Lớp 5,Toán,Học kỳ 2,"8. Thể tích, đơn vị đo Thể tích",Kéo thả,81989 + 56353 = ___,138342 | 138343 | 138341,138342,Kéo số 138342 vào chỗ trống.
Lớp 5,Toán,Học kỳ 2,"8. Thể tích, đơn vị đo Thể tích",Điền khuyết,62585 + ___ = 79806,,17221,Số cần điền là 17221 vì 62585 + 17221 = 79806.
Lớp 5,Toán,Học kỳ 1,6. Ôn tập Học kỳ 1,Chuỗi Quy luật,"20, 24, 28, ___, 36",,32,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 5,Toán,Học kỳ 1,5. Một số hình phẳng. Chu vi và Diện tích,Chuỗi Quy luật,"12, 17, 22, ___, 32",,27,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 5,Toán,Học kỳ 2,9. Diện tích và Thể tích của một số hình khối,Điền khuyết,129639 + ___ = 216487,,86848,Số cần điền là 86848 vì 129639 + 86848 = 216487.
Lớp 5,Toán,Học kỳ 2,9. Diện tích và Thể tích của một số hình khối,Đúng/Sai,"Phép tính 13037 - 4711 = 8326, đúng hay sai?",,Đúng,Phép tính chính xác là 13037 - 4711 = 8326.
Lớp 5,Toán,Học kỳ 1,5. Một số hình phẳng. Chu vi và Diện tích,Điền khuyết,8650 + ___ = 36956,,28306,Số cần điền là 28306 vì 8650 + 28306 = 36956.
Lớp 5,Toán,Học kỳ 1,3. Một số đơn vị đo diện tích,So sánh,"Điền dấu thích hợp (<, >, =): 8293 + 127001 ___ 171086 + 4492",,<,8293 + 127001 = 135294; 171086 + 4492 = 175578. Nên dấu là <.
Lớp 5,Toán,Học kỳ 2,7. Tỉ số và các Bài toán liên quan,Trắc nghiệm,Kết quả của phép tính 194940 - 161928 là bao nhiêu?,33011 | 33012 | 33013 | 33022,33012,Ta có: 194940 - 161928 = 33012.
Lớp 5,Toán,Học kỳ 1,6. Ôn tập Học kỳ 1,Chuỗi Quy luật,"3, 5, 7, ___, 11",,9,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 5,Toán,Học kỳ 1,2. Số thập phân,Kéo thả,187478 - 20725 = ___,166753 | 166754 | 166752,166753,Kéo số 166753 vào chỗ trống.
Lớp 5,Toán,Học kỳ 1,5. Một số hình phẳng. Chu vi và Diện tích,Trắc nghiệm,Kết quả của phép tính 110606 + 16885 là bao nhiêu?,127491 | 127501 | 127494 | 127487,127491,Ta có: 110606 + 16885 = 127491.
Lớp 5,Toán,Học kỳ 2,"10. Số đo Thời gian, Vận tốc. Các bài toán liên quan đến Chuyển động đều",Trắc nghiệm,Kết quả của phép tính 21159 + 30155 là bao nhiêu?,51312 | 51314 | 51324 | 51316,51314,Ta có: 21159 + 30155 = 51314.
Lớp 5,Toán,Học kỳ 2,11. Một số yếu tố Thống kê và Xác suất,So sánh,"Điền dấu thích hợp (<, >, =): 78285 - 70913 ___ 41167 + 57377",,<,78285 - 70913 = 7372; 41167 + 57377 = 98544. Nên dấu là <.
Lớp 5,Toán,Học kỳ 2,7. Tỉ số và các Bài toán liên quan,Chuỗi Quy luật,"9, 14, 19, ___, 29",,24,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 5,Toán,Học kỳ 1,5. Một số hình phẳng. Chu vi và Diện tích,Đúng/Sai,"Phép tính 53188 - 24257 = 28934, đúng hay sai?",,Sai,Phép tính chính xác là 53188 - 24257 = 28931.
Lớp 5,Toán,Học kỳ 1,5. Một số hình phẳng. Chu vi và Diện tích,Trắc nghiệm,Kết quả của phép tính 47158 - 41962 là bao nhiêu?,5193 | 5196 | 5197 | 5206,5196,Ta có: 47158 - 41962 = 5196.
Lớp 5,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Điền khuyết,40065 + ___ = 60923,,20858,Số cần điền là 20858 vì 40065 + 20858 = 60923.
Lớp 5,Toán,Học kỳ 1,4. Các phép tính với số thập phân,Kéo thả,92012 + 84659 = ___,176671 | 176672 | 176670,176671,Kéo số 176671 vào chỗ trống.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,Kéo thả,78175 + 13043 = ___,91218 | 91219 | 91217,91218,Kéo số 91218 vào chỗ trống.
Lớp 5,Toán,Học kỳ 2,"8. Thể tích, đơn vị đo Thể tích",Chuỗi Quy luật,"12, 14, 16, ___, 20",,18,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 5,Toán,Học kỳ 1,5. Một số hình phẳng. Chu vi và Diện tích,So sánh,"Điền dấu thích hợp (<, >, =): 33997 - 19423 ___ 90163 + 83596",,<,33997 - 19423 = 14574; 90163 + 83596 = 173759. Nên dấu là <.
Lớp 5,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Kéo thả,19656 + 30920 = ___,50576 | 50577 | 50575,50576,Kéo số 50576 vào chỗ trống.
Lớp 5,Toán,Học kỳ 2,"10. Số đo Thời gian, Vận tốc. Các bài toán liên quan đến Chuyển động đều",So sánh,"Điền dấu thích hợp (<, >, =): 66317 + 11425 ___ 13114 + 91514",,<,66317 + 11425 = 77742; 13114 + 91514 = 104628. Nên dấu là <.
Lớp 5,Toán,Học kỳ 1,2. Số thập phân,Trắc nghiệm,Kết quả của phép tính 40418 + 41910 là bao nhiêu?,82328 | 82338 | 82330 | 82323,82328,Ta có: 40418 + 41910 = 82328.
Lớp 5,Toán,Học kỳ 2,11. Một số yếu tố Thống kê và Xác suất,Kéo thả,60798 + 21624 = ___,82422 | 82423 | 82421,82422,Kéo số 82422 vào chỗ trống.
Lớp 5,Toán,Học kỳ 1,5. Một số hình phẳng. Chu vi và Diện tích,Đúng/Sai,"Phép tính 181883 - 154242 = 27641, đúng hay sai?",,Đúng,Phép tính chính xác là 181883 - 154242 = 27641.
Lớp 5,Toán,Học kỳ 1,3. Một số đơn vị đo diện tích,Đúng/Sai,"Phép tính 99219 + 63569 = 162788, đúng hay sai?",,Đúng,Phép tính chính xác là 99219 + 63569 = 162788.
Lớp 5,Toán,Học kỳ 1,1. Ôn tập và bổ sung,So sánh,"Điền dấu thích hợp (<, >, =): 59356 - 21552 ___ 24667 + 15100",,<,59356 - 21552 = 37804; 24667 + 15100 = 39767. Nên dấu là <.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,So sánh,"Điền dấu thích hợp (<, >, =): 84074 - 24994 ___ 52468 + 9704",,<,84074 - 24994 = 59080; 52468 + 9704 = 62172. Nên dấu là <.
Lớp 5,Toán,Học kỳ 2,9. Diện tích và Thể tích của một số hình khối,Đúng/Sai,"Phép tính 95740 - 6260 = 89485, đúng hay sai?",,Sai,Phép tính chính xác là 95740 - 6260 = 89480.
Lớp 5,Toán,Học kỳ 2,11. Một số yếu tố Thống kê và Xác suất,Trắc nghiệm,Kết quả của phép tính 4594 + 84971 là bao nhiêu?,89560 | 89569 | 89565 | 89575,89565,Ta có: 4594 + 84971 = 89565.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,Đúng/Sai,"Phép tính 77751 - 13782 = 63969, đúng hay sai?",,Đúng,Phép tính chính xác là 77751 - 13782 = 63969.
Lớp 5,Toán,Học kỳ 2,7. Tỉ số và các Bài toán liên quan,Điền khuyết,13794 - ___ = 3685,,10109,Số cần điền là 10109 vì 13794 - 10109 = 3685.
Lớp 5,Toán,Học kỳ 1,5. Một số hình phẳng. Chu vi và Diện tích,Trắc nghiệm,Kết quả của phép tính 115045 - 1377 là bao nhiêu?,113673 | 113667 | 113668 | 113678,113668,Ta có: 115045 - 1377 = 113668.
Lớp 5,Toán,Học kỳ 1,3. Một số đơn vị đo diện tích,Kéo thả,66339 - 44163 = ___,22176 | 22177 | 22175,22176,Kéo số 22176 vào chỗ trống.
Lớp 5,Toán,Học kỳ 1,2. Số thập phân,Đúng/Sai,"Phép tính 143436 - 75427 = 68010, đúng hay sai?",,Sai,Phép tính chính xác là 143436 - 75427 = 68009.
Lớp 5,Toán,Học kỳ 2,"10. Số đo Thời gian, Vận tốc. Các bài toán liên quan đến Chuyển động đều",Kéo thả,58743 + 95991 = ___,154734 | 154735 | 154733,154734,Kéo số 154734 vào chỗ trống.
Lớp 5,Toán,Học kỳ 1,5. Một số hình phẳng. Chu vi và Diện tích,Điền khuyết,170110 - ___ = 107978,,62132,Số cần điền là 62132 vì 170110 - 62132 = 107978.
Lớp 5,Toán,Học kỳ 2,11. Một số yếu tố Thống kê và Xác suất,Trắc nghiệm,Kết quả của phép tính 70716 - 37873 là bao nhiêu?,32843 | 32844 | 32853 | 32839,32843,Ta có: 70716 - 37873 = 32843.
Lớp 5,Toán,Học kỳ 2,9. Diện tích và Thể tích của một số hình khối,Trắc nghiệm,Kết quả của phép tính 32631 - 16517 là bao nhiêu?,16113 | 16114 | 16124 | 16117,16114,Ta có: 32631 - 16517 = 16114.
Lớp 5,Toán,Học kỳ 1,6. Ôn tập Học kỳ 1,Trắc nghiệm,Kết quả của phép tính 77926 - 22027 là bao nhiêu?,55898 | 55899 | 55900 | 55909,55899,Ta có: 77926 - 22027 = 55899.
Lớp 5,Toán,Học kỳ 1,2. Số thập phân,Chuỗi Quy luật,"6, 10, 14, ___, 22",,18,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 5,Toán,Học kỳ 2,7. Tỉ số và các Bài toán liên quan,Kéo thả,65554 - 14749 = ___,50805 | 50806 | 50804,50805,Kéo số 50805 vào chỗ trống.
Lớp 5,Toán,Học kỳ 2,"8. Thể tích, đơn vị đo Thể tích",So sánh,"Điền dấu thích hợp (<, >, =): 79167 - 13586 ___ 44488 + 42602",,<,79167 - 13586 = 65581; 44488 + 42602 = 87090. Nên dấu là <.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,Đúng/Sai,"Phép tính 35584 + 59099 = 94683, đúng hay sai?",,Đúng,Phép tính chính xác là 35584 + 59099 = 94683.
Lớp 5,Toán,Học kỳ 2,"8. Thể tích, đơn vị đo Thể tích",Trắc nghiệm,Kết quả của phép tính 71166 + 26317 là bao nhiêu?,97488 | 97481 | 97483 | 97493,97483,Ta có: 71166 + 26317 = 97483.
Lớp 5,Toán,Học kỳ 2,7. Tỉ số và các Bài toán liên quan,Đúng/Sai,"Phép tính 62730 - 20933 = 41801, đúng hay sai?",,Sai,Phép tính chính xác là 62730 - 20933 = 41797.
Lớp 5,Toán,Học kỳ 2,12. Ôn tập cuối năm,Trắc nghiệm,Kết quả của phép tính 39917 - 33795 là bao nhiêu?,6122 | 6123 | 6132 | 6118,6122,Ta có: 39917 - 33795 = 6122.
Lớp 5,Toán,Học kỳ 2,9. Diện tích và Thể tích của một số hình khối,Đúng/Sai,"Phép tính 91617 - 16360 = 75259, đúng hay sai?",,Sai,Phép tính chính xác là 91617 - 16360 = 75257.
Lớp 5,Toán,Học kỳ 2,"8. Thể tích, đơn vị đo Thể tích",Điền khuyết,91217 + ___ = 115151,,23934,Số cần điền là 23934 vì 91217 + 23934 = 115151.
Lớp 5,Toán,Học kỳ 2,9. Diện tích và Thể tích của một số hình khối,Kéo thả,168504 - 147627 = ___,20877 | 20878 | 20876,20877,Kéo số 20877 vào chỗ trống.
