Cấp lớp,Môn học,Học kỳ,Chủ đề,Loại câu hỏi,Câu hỏi,Lựa chọn,Đáp án đúng,Lời giải chi tiết
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Trắc nghiệm,"Trong câu: 'Mùa xuân, mát mẻ thật đẹp.', từ 'mát mẻ' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'mát mẻ' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong đùm bọc luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong chăm sóc luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Trắc nghiệm,"Trong câu: 'Mùa xuân, trong lành thật đẹp.', từ 'trong lành' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'trong lành' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Tôn sư trọng ___,,đạo,Câu hoàn chỉnh: Tôn sư trọng đạo
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Kéo thả,Kéo từ 'núi non' vào ô thích hợp: Em rất yêu ___ của mình.,núi non | cục đá | bão táp,núi non,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong tiến bộ luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong phát triển luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Trắc nghiệm,"Trong câu: 'Mùa xuân, sân chơi thật đẹp.', từ 'sân chơi' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'sân chơi' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Lá lành đùm lá ___,,rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Trắc nghiệm,"Trong câu: 'Mùa xuân, lớp học thật đẹp.', từ 'lớp học' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'lớp học' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Kéo thả,Kéo từ 'sân chơi' vào ô thích hợp: Em rất yêu ___ của mình.,sân chơi | cục đá | bão táp,sân chơi,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Điền khuyết,"Điền từ còn thiếu vào câu tục ngữ: Gần mực thì đen, gần đèn thì ___",,rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Điền khuyết,"Điền từ còn thiếu vào câu tục ngữ: Gần mực thì đen, gần đèn thì ___",,rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Điền khuyết,"Điền từ còn thiếu vào câu tục ngữ: Gần mực thì đen, gần đèn thì ___",,rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong rực rỡ luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Kéo thả,Kéo thả để ghép đúng câu: Lá lành ___.,đùm lá rách | thì sẽ thất bại | không cần ai,đùm lá rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong ngôi trường luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Lá lành đùm lá ___,,rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Kéo thả,Kéo từ 'đất nước' vào ô thích hợp: Em rất yêu ___ của mình.,đất nước | cục đá | bão táp,đất nước,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Trắc nghiệm,"Trong câu: 'Mùa xuân, ngôi nhà chung thật đẹp.', từ 'ngôi nhà chung' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'ngôi nhà chung' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong con người luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,bạn bè | bạn bè | bạn bè | bạn bè x,bạn bè,'bạn bè' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Kéo thả,Kéo thả để ghép đúng câu: Lá lành ___.,đùm lá rách | thì sẽ thất bại | không cần ai,đùm lá rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Kéo thả,Kéo từ 'đùm bọc' vào ô thích hợp: Em rất yêu ___ của mình.,đùm bọc | cục đá | bão táp,đùm bọc,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Kéo thả,Kéo từ 'chăm sóc' vào ô thích hợp: Em rất yêu ___ của mình.,chăm sóc | cục đá | bão táp,chăm sóc,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Tôn sư trọng ___,,đạo,Câu hoàn chỉnh: Tôn sư trọng đạo
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Kéo thả,Kéo từ 'thầy cô' vào ô thích hợp: Em rất yêu ___ của mình.,thầy cô | cục đá | bão táp,thầy cô,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong cây xanh luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong biển cả luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Uống nước nhớ ___,,nguồn,Câu hoàn chỉnh: Uống nước nhớ nguồn
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Điền khuyết,"Điền từ còn thiếu vào câu tục ngữ: Gần mực thì đen, gần đèn thì ___",,rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong cây xanh luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Điền khuyết,"Điền từ còn thiếu vào câu tục ngữ: Gần mực thì đen, gần đèn thì ___",,rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Kéo thả,Kéo từ 'mặt trời' vào ô thích hợp: Em rất yêu ___ của mình.,mặt trời | cục đá | bão táp,mặt trời,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong tự hào luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,tự hào | tự hào | tự hào | tự hào x,tự hào,'tự hào' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Trắc nghiệm,"Trong câu: 'Mùa xuân, truyền thống thật đẹp.', từ 'truyền thống' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'truyền thống' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Kéo thả,Kéo từ 'bầu trời' vào ô thích hợp: Em rất yêu ___ của mình.,bầu trời | cục đá | bão táp,bầu trời,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,lớp học | lớp học | nớp học | lớp học x,lớp học,'lớp học' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Kéo thả,Kéo thả để ghép đúng câu: Uống nước ___.,nhớ nguồn | thì sẽ thất bại | không cần ai,nhớ nguồn,Câu hoàn chỉnh: Uống nước nhớ nguồn
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Trắc nghiệm,"Trong câu: 'Mùa xuân, văn hóa thật đẹp.', từ 'văn hóa' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'văn hóa' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong thầy cô luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Trắc nghiệm,"Trong câu: 'Mùa xuân, bầu trời thật đẹp.', từ 'bầu trời' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'bầu trời' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Kéo thả,Kéo thả để ghép đúng câu: Có công mài sắt ___.,có ngày nên kim | thì sẽ thất bại | không cần ai,có ngày nên kim,Câu hoàn chỉnh: Có công mài sắt có ngày nên kim
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Kéo thả,"Kéo thả để ghép đúng câu: Gần mực thì đen, ___.",gần đèn thì rạng | thì sẽ thất bại | không cần ai,gần đèn thì rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong lịch sử luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong tiến bộ luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Trắc nghiệm,"Trong câu: 'Mùa xuân, cha mẹ thật đẹp.', từ 'cha mẹ' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'cha mẹ' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong học tập luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong sách vở luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Kéo thả,Kéo thả để ghép đúng câu: Tôn sư ___.,trọng đạo | thì sẽ thất bại | không cần ai,trọng đạo,Câu hoàn chỉnh: Tôn sư trọng đạo
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Trắc nghiệm,"Trong câu: 'Mùa xuân, tiến bộ thật đẹp.', từ 'tiến bộ' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'tiến bộ' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,phát triển | phát chiển | phát tdiển | phát triển x,phát triển,'phát triển' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Kéo thả,Kéo từ 'cây xanh' vào ô thích hợp: Em rất yêu ___ của mình.,cây xanh | cục đá | bão táp,cây xanh,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong tiến bộ luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong thầy cô luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Kéo thả,Kéo từ 'học tập' vào ô thích hợp: Em rất yêu ___ của mình.,học tập | cục đá | bão táp,học tập,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,tự hào | tự hào | tự hào | tự hào x,tự hào,'tự hào' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Trắc nghiệm,"Trong câu: 'Mùa xuân, bảo vệ thật đẹp.', từ 'bảo vệ' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'bảo vệ' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Có công mài sắt có ngày nên ___,,kim,Câu hoàn chỉnh: Có công mài sắt có ngày nên kim
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Uống nước nhớ ___,,nguồn,Câu hoàn chỉnh: Uống nước nhớ nguồn
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,bảo vệ | bảo vệ | bảo vệ | bảo vệ x,bảo vệ,'bảo vệ' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Kéo thả,Kéo thả để ghép đúng câu: Tôn sư ___.,trọng đạo | thì sẽ thất bại | không cần ai,trọng đạo,Câu hoàn chỉnh: Tôn sư trọng đạo
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong anh chị em luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,quê hương | quê hương | quê hương | quê hương x,quê hương,'quê hương' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Kéo thả,Kéo thả để ghép đúng câu: Có công mài sắt ___.,có ngày nên kim | thì sẽ thất bại | không cần ai,có ngày nên kim,Câu hoàn chỉnh: Có công mài sắt có ngày nên kim
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong ngôi trường luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Trắc nghiệm,"Trong câu: 'Mùa xuân, đùm bọc thật đẹp.', từ 'đùm bọc' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'đùm bọc' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Kéo thả,Kéo từ 'học tập' vào ô thích hợp: Em rất yêu ___ của mình.,học tập | cục đá | bão táp,học tập,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong mát mẻ luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Tôn sư trọng ___,,đạo,Câu hoàn chỉnh: Tôn sư trọng đạo
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Kéo thả,"Kéo thả để ghép đúng câu: Gần mực thì đen, ___.",gần đèn thì rạng | thì sẽ thất bại | không cần ai,gần đèn thì rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,tổ ấm | tổ ấm | tổ ấm | tổ ấm x,tổ ấm,'tổ ấm' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Kéo thả,"Kéo thả để ghép đúng câu: Gần mực thì đen, ___.",gần đèn thì rạng | thì sẽ thất bại | không cần ai,gần đèn thì rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Kéo thả,"Kéo thả để ghép đúng câu: Gần mực thì đen, ___.",gần đèn thì rạng | thì sẽ thất bại | không cần ai,gần đèn thì rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong chăm chỉ luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,núi non | núi non | núi non | núi non x,núi non,'núi non' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,con người | con người | con người | con người x,con người,'con người' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Lá lành đùm lá ___,,rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong anh chị em luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Trắc nghiệm,"Trong câu: 'Mùa xuân, rực rỡ thật đẹp.', từ 'rực rỡ' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'rực rỡ' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong chăm sóc luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Trắc nghiệm,"Trong câu: 'Mùa xuân, sách vở thật đẹp.', từ 'sách vở' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'sách vở' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Điền khuyết,"Điền từ còn thiếu vào câu tục ngữ: Gần mực thì đen, gần đèn thì ___",,rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Kéo thả,Kéo thả để ghép đúng câu: Có công mài sắt ___.,có ngày nên kim | thì sẽ thất bại | không cần ai,có ngày nên kim,Câu hoàn chỉnh: Có công mài sắt có ngày nên kim
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Kéo thả,Kéo từ 'bảo vệ' vào ô thích hợp: Em rất yêu ___ của mình.,bảo vệ | cục đá | bão táp,bảo vệ,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong lịch sử luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Kéo thả,Kéo thả để ghép đúng câu: Lá lành ___.,đùm lá rách | thì sẽ thất bại | không cần ai,đùm lá rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,trong lành | chong lành | tdong nành | trong lành x,trong lành,'trong lành' là cách viết đúng chính tả.
