Cấp lớp,Môn học,Học kỳ,Chủ đề,Loại câu hỏi,Câu hỏi,Lựa chọn,Đáp án đúng,Lời giải chi tiết
Lớp 3,Tiếng Việt,Học kỳ 1,1. Những trải nghiệm thú vị,Trắc nghiệm,"Trong câu: 'Mùa xuân, núi non thật đẹp.', từ 'núi non' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'núi non' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 1,4. Cộng đồng gắn bó,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 2,5. Những sắc màu thiên nhiên,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 1,4. Cộng đồng gắn bó,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong lớp học luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 1,1. Những trải nghiệm thú vị,Kéo thả,Kéo từ 'phát triển' vào ô thích hợp: Em rất yêu ___ của mình.,phát triển | cục đá | bão táp,phát triển,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 2,8. Trái Đất của chúng mình,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong mát mẻ luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 1,1. Những trải nghiệm thú vị,Điền khuyết,"Điền từ còn thiếu vào câu tục ngữ: Gần mực thì đen, gần đèn thì ___",,rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 3,Tiếng Việt,Học kỳ 2,8. Trái Đất của chúng mình,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Tôn sư trọng ___,,đạo,Câu hoàn chỉnh: Tôn sư trọng đạo
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Trắc nghiệm,"Trong câu: 'Mùa xuân, truyền thống thật đẹp.', từ 'truyền thống' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'truyền thống' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong gia đình luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 2,6. Bài học từ cuộc sống,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong thầy cô luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 1,1. Những trải nghiệm thú vị,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong đùm bọc luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong đùm bọc luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Kéo thả,"Kéo thả để ghép đúng câu: Gần mực thì đen, ___.",gần đèn thì rạng | thì sẽ thất bại | không cần ai,gần đèn thì rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 3,Tiếng Việt,Học kỳ 1,4. Cộng đồng gắn bó,Kéo thả,Kéo thả để ghép đúng câu: Uống nước ___.,nhớ nguồn | thì sẽ thất bại | không cần ai,nhớ nguồn,Câu hoàn chỉnh: Uống nước nhớ nguồn
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Trắc nghiệm,Từ nào đồng nghĩa với từ 'chăm sóc'?,đùm bọc | lười biếng | độc ác | phá hoại,đùm bọc,'đùm bọc' và 'chăm sóc' có nghĩa gần giống nhau.
Lớp 3,Tiếng Việt,Học kỳ 1,1. Những trải nghiệm thú vị,Kéo thả,Kéo thả để ghép đúng câu: Uống nước ___.,nhớ nguồn | thì sẽ thất bại | không cần ai,nhớ nguồn,Câu hoàn chỉnh: Uống nước nhớ nguồn
Lớp 3,Tiếng Việt,Học kỳ 2,8. Trái Đất của chúng mình,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Trắc nghiệm,Từ nào đồng nghĩa với từ 'văn hóa'?,con người | lười biếng | độc ác | phá hoại,con người,'con người' và 'văn hóa' có nghĩa gần giống nhau.
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Điền khuyết,"Điền từ còn thiếu vào câu tục ngữ: Gần mực thì đen, gần đèn thì ___",,rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong quê hương luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 2,6. Bài học từ cuộc sống,Trắc nghiệm,"Trong câu: 'Mùa xuân, thầy cô thật đẹp.', từ 'thầy cô' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'thầy cô' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 3,Tiếng Việt,Học kỳ 2,6. Bài học từ cuộc sống,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong sách vở luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 2,6. Bài học từ cuộc sống,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong học tập luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 1,1. Những trải nghiệm thú vị,Kéo thả,Kéo từ 'trong lành' vào ô thích hợp: Em rất yêu ___ của mình.,trong lành | cục đá | bão táp,trong lành,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong lịch sử luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Trắc nghiệm,"Trong câu: 'Mùa xuân, chăm sóc thật đẹp.', từ 'chăm sóc' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'chăm sóc' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Kéo thả,Kéo từ 'cha mẹ' vào ô thích hợp: Em rất yêu ___ của mình.,cha mẹ | cục đá | bão táp,cha mẹ,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Kéo thả,Kéo thả để ghép đúng câu: Lá lành ___.,đùm lá rách | thì sẽ thất bại | không cần ai,đùm lá rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Trắc nghiệm,Từ nào đồng nghĩa với từ 'sân chơi'?,ngôi trường | lười biếng | độc ác | phá hoại,ngôi trường,'ngôi trường' và 'sân chơi' có nghĩa gần giống nhau.
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Kéo thả,Kéo từ 'ngôi trường' vào ô thích hợp: Em rất yêu ___ của mình.,ngôi trường | cục đá | bão táp,ngôi trường,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 2,5. Những sắc màu thiên nhiên,Kéo thả,Kéo từ 'biển cả' vào ô thích hợp: Em rất yêu ___ của mình.,biển cả | cục đá | bão táp,biển cả,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 1,1. Những trải nghiệm thú vị,Kéo thả,"Kéo thả để ghép đúng câu: Gần mực thì đen, ___.",gần đèn thì rạng | thì sẽ thất bại | không cần ai,gần đèn thì rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Kéo thả,Kéo từ 'phát triển' vào ô thích hợp: Em rất yêu ___ của mình.,phát triển | cục đá | bão táp,phát triển,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 1,1. Những trải nghiệm thú vị,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Kéo thả,"Kéo thả để ghép đúng câu: Gần mực thì đen, ___.",gần đèn thì rạng | thì sẽ thất bại | không cần ai,gần đèn thì rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 3,Tiếng Việt,Học kỳ 2,6. Bài học từ cuộc sống,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong chăm chỉ luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 2,8. Trái Đất của chúng mình,Kéo thả,Kéo thả để ghép đúng câu: Có công mài sắt ___.,có ngày nên kim | thì sẽ thất bại | không cần ai,có ngày nên kim,Câu hoàn chỉnh: Có công mài sắt có ngày nên kim
Lớp 3,Tiếng Việt,Học kỳ 2,5. Những sắc màu thiên nhiên,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Lá lành đùm lá ___,,rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Trắc nghiệm,"Trong câu: 'Mùa xuân, sách vở thật đẹp.', từ 'sách vở' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'sách vở' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Kéo thả,Kéo từ 'sân chơi' vào ô thích hợp: Em rất yêu ___ của mình.,sân chơi | cục đá | bão táp,sân chơi,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 2,6. Bài học từ cuộc sống,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong sân chơi luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 2,5. Những sắc màu thiên nhiên,Kéo thả,Kéo thả để ghép đúng câu: Uống nước ___.,nhớ nguồn | thì sẽ thất bại | không cần ai,nhớ nguồn,Câu hoàn chỉnh: Uống nước nhớ nguồn
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 2,6. Bài học từ cuộc sống,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 2,8. Trái Đất của chúng mình,Điền khuyết,"Điền từ còn thiếu vào câu tục ngữ: Gần mực thì đen, gần đèn thì ___",,rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 3,Tiếng Việt,Học kỳ 2,8. Trái Đất của chúng mình,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Lá lành đùm lá ___,,rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Kéo thả,Kéo từ 'lớp học' vào ô thích hợp: Em rất yêu ___ của mình.,lớp học | cục đá | bão táp,lớp học,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Kéo thả,Kéo từ 'sách vở' vào ô thích hợp: Em rất yêu ___ của mình.,sách vở | cục đá | bão táp,sách vở,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 1,4. Cộng đồng gắn bó,Trắc nghiệm,Từ nào đồng nghĩa với từ 'cha mẹ'?,anh chị em | lười biếng | độc ác | phá hoại,anh chị em,'anh chị em' và 'cha mẹ' có nghĩa gần giống nhau.
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong tiến bộ luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 2,8. Trái Đất của chúng mình,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Lá lành đùm lá ___,,rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 3,Tiếng Việt,Học kỳ 2,5. Những sắc màu thiên nhiên,Kéo thả,Kéo thả để ghép đúng câu: Lá lành ___.,đùm lá rách | thì sẽ thất bại | không cần ai,đùm lá rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 3,Tiếng Việt,Học kỳ 1,1. Những trải nghiệm thú vị,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 1,4. Cộng đồng gắn bó,Trắc nghiệm,Từ nào đồng nghĩa với từ 'bầu trời'?,cây xanh | lười biếng | độc ác | phá hoại,cây xanh,'cây xanh' và 'bầu trời' có nghĩa gần giống nhau.
Lớp 3,Tiếng Việt,Học kỳ 1,1. Những trải nghiệm thú vị,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Có công mài sắt có ngày nên ___,,kim,Câu hoàn chỉnh: Có công mài sắt có ngày nên kim
Lớp 3,Tiếng Việt,Học kỳ 2,8. Trái Đất của chúng mình,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong đất nước luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 2,6. Bài học từ cuộc sống,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong học tập luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Có công mài sắt có ngày nên ___,,kim,Câu hoàn chỉnh: Có công mài sắt có ngày nên kim
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 2,6. Bài học từ cuộc sống,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong lớp học luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Trắc nghiệm,"Trong câu: 'Mùa xuân, yêu thương thật đẹp.', từ 'yêu thương' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'yêu thương' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 3,Tiếng Việt,Học kỳ 1,4. Cộng đồng gắn bó,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 2,6. Bài học từ cuộc sống,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong tiến bộ luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Kéo thả,Kéo từ 'cha mẹ' vào ô thích hợp: Em rất yêu ___ của mình.,cha mẹ | cục đá | bão táp,cha mẹ,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 2,5. Những sắc màu thiên nhiên,Kéo thả,Kéo từ 'bầu trời' vào ô thích hợp: Em rất yêu ___ của mình.,bầu trời | cục đá | bão táp,bầu trời,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 2,6. Bài học từ cuộc sống,Trắc nghiệm,Từ nào đồng nghĩa với từ 'thầy cô'?,bạn bè | lười biếng | độc ác | phá hoại,bạn bè,'bạn bè' và 'thầy cô' có nghĩa gần giống nhau.
Lớp 3,Tiếng Việt,Học kỳ 2,5. Những sắc màu thiên nhiên,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Lá lành đùm lá ___,,rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Kéo thả,Kéo từ 'ông bà' vào ô thích hợp: Em rất yêu ___ của mình.,ông bà | cục đá | bão táp,ông bà,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Có công mài sắt có ngày nên ___,,kim,Câu hoàn chỉnh: Có công mài sắt có ngày nên kim
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong văn hóa luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 2,8. Trái Đất của chúng mình,Kéo thả,Kéo thả để ghép đúng câu: Uống nước ___.,nhớ nguồn | thì sẽ thất bại | không cần ai,nhớ nguồn,Câu hoàn chỉnh: Uống nước nhớ nguồn
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Trắc nghiệm,"Trong câu: 'Mùa xuân, lớp học thật đẹp.', từ 'lớp học' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'lớp học' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 3,Tiếng Việt,Học kỳ 2,8. Trái Đất của chúng mình,Kéo thả,Kéo từ 'anh chị em' vào ô thích hợp: Em rất yêu ___ của mình.,anh chị em | cục đá | bão táp,anh chị em,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong yêu thương luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Trắc nghiệm,"Trong câu: 'Mùa xuân, con người thật đẹp.', từ 'con người' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'con người' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Có công mài sắt có ngày nên ___,,kim,Câu hoàn chỉnh: Có công mài sắt có ngày nên kim
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 2,6. Bài học từ cuộc sống,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong tiến bộ luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Trắc nghiệm,"Trong câu: 'Mùa xuân, đất nước thật đẹp.', từ 'đất nước' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'đất nước' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 3,Tiếng Việt,Học kỳ 1,4. Cộng đồng gắn bó,Kéo thả,Kéo từ 'mặt trời' vào ô thích hợp: Em rất yêu ___ của mình.,mặt trời | cục đá | bão táp,mặt trời,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 2,8. Trái Đất của chúng mình,Trắc nghiệm,Từ nào đồng nghĩa với từ 'ngôi nhà chung'?,gia đình | lười biếng | độc ác | phá hoại,gia đình,'gia đình' và 'ngôi nhà chung' có nghĩa gần giống nhau.
Lớp 3,Tiếng Việt,Học kỳ 1,4. Cộng đồng gắn bó,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong cha mẹ luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 1,4. Cộng đồng gắn bó,Trắc nghiệm,Từ nào đồng nghĩa với từ 'trong lành'?,mát mẻ | lười biếng | độc ác | phá hoại,mát mẻ,'mát mẻ' và 'trong lành' có nghĩa gần giống nhau.
Lớp 3,Tiếng Việt,Học kỳ 2,5. Những sắc màu thiên nhiên,Kéo thả,Kéo thả để ghép đúng câu: Lá lành ___.,đùm lá rách | thì sẽ thất bại | không cần ai,đùm lá rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong yêu thương luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 1,1. Những trải nghiệm thú vị,Kéo thả,Kéo từ 'chăm sóc' vào ô thích hợp: Em rất yêu ___ của mình.,chăm sóc | cục đá | bão táp,chăm sóc,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 1,4. Cộng đồng gắn bó,Kéo thả,Kéo từ 'văn hóa' vào ô thích hợp: Em rất yêu ___ của mình.,văn hóa | cục đá | bão táp,văn hóa,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 2,6. Bài học từ cuộc sống,Kéo thả,Kéo từ 'ngôi trường' vào ô thích hợp: Em rất yêu ___ của mình.,ngôi trường | cục đá | bão táp,ngôi trường,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Điền khuyết,"Điền từ còn thiếu vào câu tục ngữ: Gần mực thì đen, gần đèn thì ___",,rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 3,Tiếng Việt,Học kỳ 2,8. Trái Đất của chúng mình,Kéo thả,Kéo từ 'biển cả' vào ô thích hợp: Em rất yêu ___ của mình.,biển cả | cục đá | bão táp,biển cả,Phù hợp ngữ cảnh.
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Trắc nghiệm,Từ nào đồng nghĩa với từ 'con người'?,truyền thống | lười biếng | độc ác | phá hoại,truyền thống,'truyền thống' và 'con người' có nghĩa gần giống nhau.
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Kéo thả,Kéo thả để ghép đúng câu: Tôn sư ___.,trọng đạo | thì sẽ thất bại | không cần ai,trọng đạo,Câu hoàn chỉnh: Tôn sư trọng đạo
Lớp 3,Tiếng Việt,Học kỳ 1,2. Cổng trường rộng mở,Trắc nghiệm,"Trong câu: 'Mùa xuân, sân chơi thật đẹp.', từ 'sân chơi' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'sân chơi' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 3,Tiếng Việt,Học kỳ 1,1. Những trải nghiệm thú vị,Trắc nghiệm,"Trong câu: 'Mùa xuân, sách vở thật đẹp.', từ 'sách vở' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'sách vở' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 3,Tiếng Việt,Học kỳ 2,6. Bài học từ cuộc sống,Trắc nghiệm,"Trong câu: 'Mùa xuân, lớp học thật đẹp.', từ 'lớp học' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'lớp học' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 3,Tiếng Việt,Học kỳ 2,5. Những sắc màu thiên nhiên,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Điền khuyết,"Điền từ còn thiếu vào câu tục ngữ: Gần mực thì đen, gần đèn thì ___",,rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 3,Tiếng Việt,Học kỳ 1,3. Mái nhà yêu thương,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong ông bà luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 3,Tiếng Việt,Học kỳ 2,7. Đất nước ngàn năm,Trắc nghiệm,"Trong câu: 'Mùa xuân, quê hương thật đẹp.', từ 'quê hương' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'quê hương' chỉ sự vật/hiện tượng nên là danh từ.
